prioridad,mlu,titulo,isbn,stock,publicaciones_mismo_isbn,categoria,enriquecida,ficha_ampliada,falta,motivo,google_books,open_library,bne,loc,dnb
121,MLU1044006602,"Arteterapia. Los Cuadrados De Disney. Felinos De Cine, De Vários Autores. Editorial Hachette, Tapa Blanda En Español",9788417586591,1,2,infantil-juvenil/literatura-infantil,no,no,autor · editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
122,MLU1044019636,Disney Es Primavera Colorea Y Descubre El Misterio,9788418182389,1,2,infantil-juvenil/literatura-infantil,no,no,autor · editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
123,MLU1044032614,Disney Felinos Del Cine Colorea Y Descubre El Misterio,9788417586591,1,2,infantil-juvenil/literatura-infantil,no,no,autor · editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
124,MLU1383606864,Entre Brasas Los Secretos De La Cocina Del Fuego,9788408295402,1,2,cocina-gastronomia,no,no,editorial · páginas · año · idioma · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
125,MLU1421304822,"Libro Minas-lavalleja Inauguración Monumento Patrio, De Lit. La Razon. Editorial La Razon, Tapa Blanda (1902)",9789500420594,1,3,otros-libros,no,no,editorial · páginas · temas,falta_google_books,pendiente,encontrado,sin_datos,sin_datos,sin_datos
126,MLU1453317800,Pack 3 Libros Maternidad Bebé Y Vínculo Materno,9789250360676,1,2,infantil-juvenil/primera-infancia,no,no,autor · editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
127,MLU1489153868,Pack 2 Libros Spidey Y Stitch Mi Primer Libro Puzles,9781051897351,1,2,infantil-juvenil/primera-infancia,no,no,autor · editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
128,MLU1489749852,"King In Black: Spider-man & Avengers, De Vv. Aa.. Spiderman Editorial Panini Comics, Tapa Blanda En Español",9786076369715,1,2,comics-manga,no,no,autor · editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
129,MLU1502040540,Pack 3 Libros Maternidad Bebé Y Vínculo Materno - Varios Autores - Amado Libros - Dura,9789250360676,1,2,familia-crianza/maternidad,no,no,autor · editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
130,MLU640002775,"Escenas De Culto Disney, De Varios. Editorial Hachette, Tapa Blanda En Español",9788416857692,1,2,infantil-juvenil/literatura-infantil,no,no,autor · editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,error,sin_datos
131,MLU640809535,Estimulacion Conciencia Fonologica Lecto Escritura Lenguaje,9788412740608,1,2,idiomas-aprendizaje,no,no,autor · editorial · páginas · año · temas,evidencia_insuficiente,encontrado,sin_datos,sin_datos,sin_datos,sin_datos
132,MLU642542451,"Historias Fantasticas De Unicornios, De Aa.vv.. Editorial Girassol, Tapa Dura En Portugués",9788467781434,1,2,infantil-juvenil/literatura-infantil,no,no,autor · editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
133,MLU642997471,"¿qué Pasa Con La Evaluación En La Educación Inicial?, De Varios Autores. ¿qué Pasa Con...? Editorial Hola Chicos, Tapa Blanda En Español",9789871561292,1,2,educacion/pedagogia,no,no,autor · editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
134,MLU646511529,Damas De Lo Extraño Literatura Terror,9789873507922,1,2,literatura-ficcion,no,no,autor · editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
135,MLU653050359,"Números En El Nivel Inicial, De Sin ., Vol. Unico. Editorial Hola Chicos, Tapa Blanda En Español",9789871061266,1,2,educacion/pedagogia,no,no,autor · editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
136,MLU653102045,Libro Números En Nivel Inicial Aprendizaje Escolar,9789871061266,1,2,educacion/pedagogia,no,no,autor · editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
137,MLU681874052,Libro Teoria Del Lenguaje Musical Fichas De Ejercicios 2 Do,9788495262660,1,2,idiomas-aprendizaje,no,no,autor · editorial · páginas · año · temas,falta_google_books,pendiente,encontrado,sin_datos,sin_datos,sin_datos
138,MLU685314396,Historias Fantásticas De Unicornios - Portugués,9788467781434,1,2,infantil-juvenil/literatura-infantil,no,no,autor · editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
139,MLU687389616,"Libro: Busca Y Cuenta Viajando Por El Mundo, De Vv. Aa..",9781409572961,1,2,infantil-juvenil/actividades-aprendizaje,no,no,autor · editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
140,MLU687389618,"Libro Busca Y Cuenta Viajando Por El Mundo, De Vv. Aa.. Editorial Usborne, Tapa Blanda",9781409572961,1,2,infantil-juvenil/actividades-aprendizaje,no,no,autor · editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
141,MLU687579772,Itinerarios Didácticos Para Sala De 3,9789871061402,1,2,educacion/formacion-docente,no,no,autor · editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
142,MLU687644682,Itinerarios Didacticos Para Sala De 3,9789871061402,1,2,educacion/formacion-docente,no,no,autor · editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
143,MLU688040032,¿qué Pasa Con La Evaluación En La Educacion Inicial?,9789871561292,1,2,educacion/pedagogia,no,no,autor · editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
144,MLU688105076,Dispositivos Didácticos Para El Jardin Maternal - Vv.aa.,9789874007124,1,2,educacion/formacion-docente,no,no,autor · editorial · páginas · año · temas,ninguna_fuente_lo_conoce,sin_datos,sin_datos,sin_datos,sin_datos,sin_datos
145,MLU688130804,Que Pasa Con La Articulación Primaria En Educacion Inicial,9789871561490,1,2,educacion/pedagogia,no,no,autor · editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
146,MLU688339542,"Dispositivos Didácticos Para El Jardín Maternal, De Sin ., Vol. Unico. Editorial Hola Chicos, Tapa Blanda En Español",9789874007124,1,2,educacion/formacion-docente,no,no,autor · editorial · páginas · año · temas,ninguna_fuente_lo_conoce,sin_datos,sin_datos,sin_datos,sin_datos,sin_datos
147,MLU689538778,"Little Friend,the - Bloomsbury - Donna Tartt",9780747573647,1,2,literatura-ficcion/novela,no,no,editorial · páginas · año · idioma · temas,falta_google_books,pendiente,encontrado,sin_datos,sin_datos,sin_datos
148,MLU689538816,Casa Arbol Persona Evaluacion Psicologica Actualizacion Htp,9789871624027,1,3,otros-libros,no,no,editorial · páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
149,MLU696461037,Pack 2 Libros Spidey Y Stitch Mi Primer Libro Puzles,9781051897351,1,2,infantil-juvenil/primera-infancia,no,no,autor · editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
150,MLU701791646,"¿qué Pasa Con La Articulación Con Primaria En La Educación Inicial?, De Varios Autores., Vol. 1. Editorial Hola Chicos, Tapa Blanda En Español",9789871561490,1,2,educacion/pedagogia,no,no,autor · editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
151,MLU702950698,"Libro Cuadrados Mágicos-disney Love Stories, De Varios Autores. Editorial Hachette, Tapa Blanda",9788417586638,1,2,infantil-juvenil/literatura-infantil,no,no,autor · editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
152,MLU710364442,Guía Babok® - Análisis De Negocios - En Francés,9781927584149,1,2,negocios-economia,no,no,autor · editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
153,MLU714484600,New Close-up A2 (3rd.ed.) - Workbook,9780357434024,1,2,idiomas-aprendizaje/ingles,no,no,autor · editorial · páginas · idioma · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
154,MLU714957180,First Explorers 1 Activity Book - Cuaderno De Actividades,9780194027298,1,2,infantil-juvenil/actividades-aprendizaje,no,no,autor · editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
155,MLU715111268,First Explorers 1 Activity Book*,9780194027298,1,2,idiomas-aprendizaje/ingles,no,no,autor · editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
156,MLU729738216,Libro Guia Esencial De Ecocardiografia 2 Ed + E,9788491103578,1,2,medicina-salud,no,no,editorial · páginas · año · idioma · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
157,MLU730259940,"Cuaderno De Actividades Para Adultos Vol. 13, De Varios., Vol. 13. Editorial Blackie Books, Tapa Blanda En Español",9788410025325,1,2,infantil-juvenil/actividades-aprendizaje,no,no,autor · editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,error,sin_datos
158,MLU730423978,"Babok: Le Guide Du Corpus De Connaissances De L'analyse D'affaires, De Varios Autores. Editorial Iiba, Tapa Blanda En Francés",9781927584149,1,2,negocios-economia,no,no,autor · editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
159,MLU731488546,"Aprende A Escribir Abc: Pizarra Mágica, De Vários Autores. Editorial Penguin Random House, Tapa Dura, Edición 2022 En Español",9782764347492,1,2,infantil-juvenil/actividades-aprendizaje,no,no,autor · editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
160,MLU731670502,Mini Divertilibros- Dinosaurios Bebes - Libro Interactivo,9782764347737,1,2,infantil-juvenil/primera-infancia,no,no,autor · editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
161,MLU824825514,Pequeñines Jurásicos Mini Divertilibros 4 Figuras Editorial Phidal En Español Tapa Dura,9782764347737,1,2,infantil-juvenil/primera-infancia,no,no,autor · editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
162,MLU912954534,Canta Canciones Geniales Con Gabby Libro Musical Tapa Dura,9798384601364,1,2,infantil-juvenil/primera-infancia,no,no,autor · editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
163,MLU913006462,"La Casa De Muñecas De Gabby Canta Canciones Geniales Con Gabby, De Varios Autores., Vol. 1. Editorial Phoenix International Publications, Tapa Blanda En Español",9798384601364,1,2,infantil-juvenil/primera-infancia,no,no,autor · editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
164,MLU640783811,Libro: Cancer - Tratamiento Medicina Antroposofica Glockler,9789879066201,2,3,medicina-salud,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,encontrado,sin_datos,sin_datos,sin_datos
165,MLU718994332,Libro Kama Sutra Punto X Punto Manual Práctico Sexualidad,9788490328866,2,2,otros-libros,no,si,autor · editorial · páginas · año · temas,falta_google_books,pendiente,encontrado,sin_datos,sin_datos,sin_datos
166,MLU671349770,"La Sociedad De La Nieve, De Pablo Vierci. Editorial Planeta En Español",9789504979111,9,2,otros-libros,no,no,páginas · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
167,MLU1431949624,"Libro Un Poco De Tiempo Para Mi, De Al-anon, Vol. 1. Editorial Al-anon, Tapa Dura (2023)",9781958383032,4,2,otros-libros,no,no,editorial · páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
168,MLU631427101,Observando A Los Bebes,9789508923073,4,2,otros-libros,no,no,páginas · año · temas,falta_google_books,pendiente,encontrado,sin_datos,sin_datos,sin_datos
169,MLU631600563,El Mundo Infantil Según Oesterheld,9789878853420,4,2,otros-libros,no,no,páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
170,MLU633675376,"No Tan Terribles - Nativ, Raschkovan Y Otros",9789504972488,4,2,otros-libros,no,no,editorial · páginas · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
171,MLU645015309,Un Poco De Tiempo Para Mí Experiencias Personales De Alanon,9781958383032,4,2,otros-libros,no,no,editorial · páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
172,MLU651642302,"El Mundo Infantil Según Oesterheld, De Foncueva, Miguel Angel. Editorial El Tanque De Agua En Español",9789878853420,4,2,otros-libros,no,no,páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
173,MLU636005040,"Secuencias Didacticas En El Jardin De Infantes, Las",9789508088796,5,2,educacion,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
174,MLU644340865,"Ellas 01: La Chica Nueva, De Kid Toussaint. Editorial Norma Editorial En Español",9788467964752,5,2,comics-manga,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
175,MLU685691252,Programa De Intervencion Cognitivo-conductual Para Niños..,9788478693597,5,2,infantil-juvenil/literatura-infantil,no,no,editorial · páginas · idioma · temas,falta_google_books,pendiente,encontrado,encontrado,sin_datos,sin_datos
176,MLU643803473,Libro: Enseñame A Hablar Vol 2. Vv.aa.. Grupo Edit.universit,9788418137525,1,2,otros-libros,si,si,autor · editorial · páginas · idioma · temas,falta_google_books,pendiente,encontrado,encontrado,sin_datos,sin_datos
177,MLU923677652,"Libro Kit Memoria Cognitiva Vuelta Al Mundo Juego Estimulacion, De Varios Autores. Editorial Neuroaprendizaje Infantil (2021)",9789874890252,1,3,infantil-juvenil,no,no,autor · editorial · páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,error,sin_datos
178,MLU644970049,Estuche Pictos Números Silabas Pictogramas Lectoescritura,,2,1,otros-libros,no,no,autor · editorial · páginas · temas,sin_isbn_valido,pendiente,pendiente,pendiente,pendiente,pendiente
179,MLU653475675,Amigurumi Happy Cotton Revista Patrones Muñecos Tejidos,,2,1,otros-productos/revistas,no,no,autor · editorial · páginas · temas,sin_isbn_valido,pendiente,pendiente,pendiente,pendiente,pendiente
180,MLU695403148,"Mi Estuche De Pictos Xl Alimentación, De Rosario Lozano. Editorial Grupo Editorial Universitario (geu) En Español",,2,1,otros-libros,no,no,editorial · páginas · año · temas,sin_isbn_valido,pendiente,pendiente,pendiente,pendiente,pendiente
181,MLU702875996,Pack Electrónica Para Electricistas,9782259290265,2,1,otros-libros,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
182,MLU706723880,Mi Estuche De Imágenes Reales - Herramienta De Comunicación,,2,1,otros-libros,no,no,autor · editorial · páginas · temas,sin_isbn_valido,pendiente,pendiente,pendiente,pendiente,pendiente
183,MLU707072428,"Mi Estuche De Imagenes Reales, De Vv. Aa.. Editorial Grupo Editorial Universitario En Español, 2019",,2,1,otros-libros,no,no,autor · editorial · páginas · temas,sin_isbn_valido,pendiente,pendiente,pendiente,pendiente,pendiente
184,MLU1412217982,Un Día A La Vez Alcoholismo Grupo Alanon Ed 50 Aniversario,9780910034210,3,2,otros-libros,no,no,editorial · páginas · temas,falta_google_books,pendiente,encontrado,sin_datos,sin_datos,sin_datos
185,MLU1455092016,Cuando Mama Lastima,9786079692100,3,2,otros-libros,no,no,editorial · páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,error,sin_datos
186,MLU628149824,Pan De Campo De Germán Torres Editorial Planeta,9789504972976,3,2,otros-libros,no,no,editorial · páginas · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
187,MLU643295539,"El Desafio De Evaluar...procesos De Lectura Y Escritura, De Kaufman, Ana Maria. Editorial Aique, Tapa Blanda En Español",9789870603009,3,2,otros-libros,no,no,editorial · páginas · temas,falta_google_books,pendiente,encontrado,sin_datos,sin_datos,sin_datos
188,MLU645028099,Un Día A La Vez Alcoholismo Grupo Alanon Ed 50 Aniversario,9780910034210,3,2,otros-libros,no,no,editorial · páginas · temas,falta_google_books,pendiente,encontrado,sin_datos,sin_datos,sin_datos
